origin,destination,distance
FCA,ATL,1842.0
ATL,FCA,1842.0
HOU,PDX,1843.0
PDX,HOU,1843.0
OAK,MDW,1844.0
MDW,OAK,1844.0
SFO,MKE,1845.0
MKE,SFO,1845.0
SFO,ORD,1846.0
CAK,LAS,1846.0
ORD,SFO,1846.0
LAS,CAK,1846.0
MCO,PHX,1849.0
PHX,MCO,1849.0
DCA,SLC,1851.0
SLC,DCA,1851.0
SFO,MDW,1855.0
MDW,SFO,1855.0
BWI,SLC,1865.0
SLC,BWI,1865.0
SAN,CVG,1865.0
CVG,SAN,1865.0
EWR,JAC,1874.0
IAH,SEA,1874.0
JAC,EWR,1874.0
SEA,IAH,1874.0
EWR,BZN,1882.0
BZN,EWR,1882.0
SLC,TPA,1888.0
TPA,SLC,1888.0
PHX,RDU,1891.0
RDU,PHX,1891.0
SAN,ATL,1892.0
ATL,SAN,1892.0
JFK,JAC,1894.0
HOU,SEA,1894.0
SEA,HOU,1894.0
BZN,LGA,1894.0
JAC,JFK,1894.0
LGA,BZN,1894.0
ONT,ATL,1900.0
CVG,LAX,1900.0
LAX,CVG,1900.0
ATL,ONT,1900.0
MSY,OAK,1903.0
OAK,MSY,1903.0
PIT,LAS,1910.0
LAS,PIT,1910.0
SFO,MSY,1911.0
MSY,SFO,1911.0
PHX,BUF,1912.0
BUF,PHX,1912.0
LAS,CLT,1916.0
CLT,LAS,1916.0
SNA,ATL,1919.0
ATL,SNA,1919.0
SEA,DTW,1927.0
SLC,PHL,1927.0
DTW,SEA,1927.0
PHL,SLC,1927.0
SJU,DTW,1930.0
DTW,SJU,1930.0
SLC,MCO,1931.0
MCO,SLC,1931.0
SFO,IND,1943.0
IND,SFO,1943.0
LAX,ATL,1947.0
ATL,LAX,1947.0
PDX,DTW,1953.0
DTW,PDX,1953.0
LBE,LAS,1954.0
LAS,LBE,1954.0
DTW,SAN,1956.0
PHX,IAD,1956.0
SAN,DTW,1956.0
IAD,PHX,1956.0
BNA,OAK,1959.0
OAK,BNA,1959.0
JAX,LAS,1965.0
LAS,JAX,1965.0
CVG,SEA,1965.0
SEA,CVG,1965.0
EWR,SLC,1969.0
SLC,EWR,1969.0
PHX,FLL,1972.0
MIA,PHX,1972.0
PHX,MIA,1972.0
FLL,PHX,1972.0
BNA,SEA,1978.0
SEA,BNA,1978.0
PHX,DCA,1979.0
DTW,LAX,1979.0
LAX,DTW,1979.0
DCA,PHX,1979.0
LAS,TPA,1984.0
TPA,LAS,1984.0
BUF,LAS,1986.0
LAS,BUF,1986.0
SLC,JFK,1990.0
JFK,SLC,1990.0
LAX,CMH,1995.0
CMH,LAX,1995.0
SJU,HOU,1997.0
HOU,SJU,1997.0
PHX,BWI,1999.0
BWI,PHX,1999.0
IAH,SJU,2007.0
SJU,IAH,2007.0
SFO,ANC,2018.0
ANC,SFO,2018.0
CLE,SEA,2021.0
SEA,CLE,2021.0
RDU,LAS,2026.0
LAS,RDU,2026.0
SFO,CVG,2036.0
CVG,SFO,2036.0
LAS,MCO,2039.0
MCO,LAS,2039.0
LAX,CLE,2052.0
CLE,LAX,2052.0
IAD,LAS,2065.0
LAS,IAD,2065.0
STT,IAH,2070.0
IAH,STT,2070.0
SJU,ORD,2072.0
ORD,SJU,2072.0
PHL,PHX,2075.0
PHX,PHL,2075.0
SAN,CLT,2077.0
CLT,SAN,2077.0
DTW,SFO,2079.0
SFO,DTW,2079.0
SEA,MSY,2086.0
MSY,SEA,2086.0
SLC,MIA,2088.0
MIA,SLC,2088.0
DCA,LAS,2089.0
LAS,DCA,2089.0
SMF,ATL,2092.0
ATL,SMF,2092.0
BOS,SLC,2105.0
SLC,BOS,2105.0
BWI,LAS,2106.0
LAS,BWI,2106.0
CMH,OAK,2110.0
OAK,CMH,2110.0
SJC,ATL,2116.0
STT,ORD,2116.0
ORD,STT,2116.0
ATL,SJC,2116.0
SLC,ANC,2125.0
LAX,CLT,2125.0
ANC,SLC,2125.0
CLT,LAX,2125.0
ATL,OAK,2130.0
OAK,ATL,2130.0
EWR,PHX,2133.0
PHX,EWR,2133.0
LAX,PIT,2136.0
PIT,LAX,2136.0
ATL,SFO,2139.0
SFO,ATL,2139.0
SAN,MCO,2149.0
MCO,SAN,2149.0
JFK,PHX,2153.0
PHX,JFK,2153.0
TPA,LAX,2158.0
LAX,TPA,2158.0
CLE,SFO,2161.0
SFO,CLE,2161.0
SJU,DFW,2165.0
DFW,SJU,2165.0
PDX,ATL,2172.0
ATL,PDX,2172.0
LAS,FLL,2173.0
FLL,LAS,2173.0
LAS,MIA,2174.0
MIA,LAS,2174.0
LAS,PHL,2176.0
PHL,LAS,2176.0
SEA,ATL,2182.0
ATL,SEA,2182.0
LAX,MCO,2218.0
MCO,LAX,2218.0
LAS,EWR,2227.0
EWR,LAS,2227.0
LAS,ALB,2237.0
ALB,LAS,2237.0
LAX,RDU,2239.0
RDU,LAX,2239.0
SMF,CLT,2244.0
CLT,SMF,2244.0
LAS,JFK,2248.0
JFK,LAS,2248.0
SAN,IAD,2253.0
IAD,SAN,2253.0
SFO,PIT,2254.0
PIT,SFO,2254.0
SAN,MIA,2267.0
MIA,SAN,2267.0
SEA,CLT,2279.0
CLT,SEA,2279.0
MHT,PHX,2280.0
PHX,MHT,2280.0
CLT,PDX,2282.0
PDX,CLT,2282.0
IAD,LAX,2288.0
LAX,IAD,2288.0
BWI,SAN,2295.0
SAN,BWI,2295.0
SFO,CLT,2296.0
CLT,SFO,2296.0
BDL,LAS,2297.0
LAS,BDL,2297.0
PHX,BOS,2300.0
BOS,PHX,2300.0
LAS,ANC,2304.0
ANC,LAS,2304.0
IAD,SEA,2306.0
SEA,IAD,2306.0
LAX,DCA,2311.0
DCA,LAX,2311.0
IAD,PDX,2327.0
PDX,IAD,2327.0
SEA,DCA,2329.0
DCA,SEA,2329.0
BWI,LAX,2329.0
LAX,BWI,2329.0
PBI,LAX,2330.0
LAX,PBI,2330.0
BWI,SEA,2335.0
SEA,BWI,2335.0
SFO,OGG,2338.0
OGG,SFO,2338.0
LAX,MIA,2342.0
MIA,LAX,2342.0
LAX,FLL,2342.744994731296
FLL,LAX,2342.7456647398844
ANC,LAX,2345.0
LAX,ANC,2345.0
OAK,OGG,2349.0
OGG,OAK,2349.0
PDX,DCA,2350.0
DCA,PDX,2350.0
SEA,RDU,2354.0
RDU,SEA,2354.0
SJC,OGG,2355.0
OGG,SJC,2355.0
MHT,LAS,2356.0
LAS,MHT,2356.0
BWI,PDX,2358.0
PDX,BWI,2358.0
SMF,IAD,2358.0
IAD,SMF,2358.0
LGB,ANC,2360.0
ANC,LGB,2360.0
KOA,SFO,2367.0
SFO,KOA,2367.0
PHL,SAN,2370.0
SAN,PHL,2370.0
PSP,JFK,2378.0
SEA,PHL,2378.0
KOA,OAK,2378.0
JFK,PSP,2378.0
PHL,SEA,2378.0
OAK,KOA,2378.0
BOS,LAS,2381.0
LAS,BOS,2381.0
SJC,KOA,2384.0
KOA,SJC,2384.0
TPA,SFO,2393.0
SFO,HNL,2398.0
HNL,SFO,2398.0
RDU,SFO,2400.0
SFO,RDU,2400.0
EWR,SEA,2402.0
PHL,LAX,2402.0
LAX,PHL,2402.0
SEA,EWR,2402.0
SMF,OGG,2404.0
OGG,SMF,2404.0
SJU,MSP,2404.0
MSP,SJU,2404.0
DEN,ANC,2405.0
ANC,DEN,2405.0
PDX,PHL,2406.0
PHL,PDX,2406.0
HNL,OAK,2409.0
OAK,HNL,2409.0
JFK,RNO,2411.0
RNO,JFK,2411.0
CHS,SEA,2415.0
SEA,CHS,2415.0
SJC,HNL,2417.0
HNL,SJC,2417.0
SFO,IAD,2419.0
IAD,SFO,2419.0
JFK,SEA,2422.0
SEA,JFK,2422.0
EWR,SAN,2425.0
SAN,EWR,2425.0
EWR,PDX,2434.0
PDX,EWR,2434.0
SNA,EWR,2434.0
EWR,SNA,2434.0
SFO,DCA,2442.0
DCA,SFO,2442.0
MCO,SFO,2446.0
SAN,JFK,2446.0
SFO,MCO,2446.0
JFK,SAN,2446.0
OAK,BWI,2447.0
SFO,LIH,2447.0
LIH,SFO,2447.0
BWI,OAK,2447.0
ITO,LAX,2449.0
LAX,ITO,2449.0
EWR,LAX,2454.0
JFK,PDX,2454.0
PDX,JFK,2454.0
LAX,EWR,2454.0
BWI,SFO,2457.0
LIH,OAK,2457.0
SFO,BWI,2457.0
OAK,LIH,2457.0
PHL,SMF,2458.0
SMF,PHL,2458.0
HNL,SMF,2462.0
SMF,HNL,2462.0
LGB,JFK,2465.0
JFK,BUR,2465.0
BUR,JFK,2465.0
JFK,LGB,2465.0
SJC,LIH,2466.0
MSP,FAI,2466.0
LIH,SJC,2466.0
FAI,MSP,2466.0
LAX,JFK,2475.0
JFK,LAX,2475.0
LAX,OGG,2486.0
OGG,LAX,2486.0
BOS,SEA,2496.0
SEA,BOS,2496.0
LAX,KOA,2504.0
KOA,LAX,2504.0
MSP,ANC,2519.0
ANC,MSP,2519.0
SEA,TPA,2520.0
TPA,SEA,2520.0
PHL,SFO,2521.0
JFK,SMF,2521.0
SMF,JFK,2521.0
SFO,PHL,2521.0
PDX,BOS,2537.0
BOS,PDX,2537.0
SAN,OGG,2541.0
OGG,SAN,2541.0
PHX,ANC,2552.0
ANC,PHX,2552.0
MCO,SEA,2554.0
SEA,MCO,2554.0
SAN,KOA,2556.0
LAX,HNL,2556.0
KOA,SAN,2556.0
HNL,LAX,2556.0
PDX,OGG,2562.0
OGG,PDX,2562.0
EWR,SFO,2565.0
SFO,EWR,2565.0
JFK,SJC,2569.0
SJC,JFK,2569.0
OAK,JFK,2576.0
OAK,FLL,2576.0
JFK,OAK,2576.0
SFO,FLL,2583.7076023391814
FLL,SFO,2583.7088514996344
SFO,MIA,2585.0
MIA,SFO,2585.0
JFK,SFO,2586.0
SFO,JFK,2586.0
SAN,BOS,2588.0
BOS,SAN,2588.0
HNL,PPG,2599.0
PPG,HNL,2599.0
BOS,LGB,2602.0
LGB,BOS,2602.0
HNL,PDX,2603.0
PDX,HNL,2603.0
PDX,KOA,2607.0
KOA,PDX,2607.0
LAX,BOS,2611.0
BOS,LAX,2611.0
HNL,SAN,2614.0
SAN,HNL,2614.0
LIH,LAX,2615.0
LAX,LIH,2615.0
PDX,LIH,2631.0
LIH,PDX,2631.0
SMF,BOS,2636.0
BOS,SMF,2636.0
SEA,OGG,2640.0
OGG,SEA,2640.0
LIH,SAN,2676.0
SAN,LIH,2676.0
SEA,HNL,2677.0
HNL,SEA,2677.0
BLI,OGG,2681.0
OGG,BLI,2681.0
SEA,KOA,2688.0
KOA,SEA,2688.0
BOS,SJC,2689.0
SJC,BOS,2689.0
OAK,BOS,2694.0
BOS,OAK,2694.0
LIH,SEA,2701.0
SEA,LIH,2701.0
SFO,BOS,2704.0
BOS,SFO,2704.0
HNL,BLI,2715.0
BLI,HNL,2715.0
SEA,FLL,2717.0
FLL,SEA,2717.0
MIA,SEA,2724.0
SEA,MIA,2724.0
HNL,LAS,2762.0
LAS,HNL,2762.0
HNL,ANC,2777.0
ANC,HNL,2777.0
FAI,ORD,2785.0
ORD,FAI,2785.0
ANC,OGG,2797.0
OGG,ANC,2797.0
PHX,OGG,2845.0
OGG,PHX,2845.0
ORD,ANC,2846.0
ANC,ORD,2846.0
KOA,PHX,2860.0
PHX,KOA,2860.0
ANC,KOA,2874.0
KOA,ANC,2874.0
HNL,PHX,2917.0
PHX,HNL,2917.0
LIH,PHX,2979.0
PHX,LIH,2979.0
HNL,SLC,2994.0
SLC,HNL,2994.0
ANC,DFW,3043.0
DFW,ANC,3043.0
IAH,ANC,3266.0
ANC,IAH,3266.0
OGG,DEN,3302.0
DEN,OGG,3302.0
DEN,KOA,3329.0
KOA,DEN,3329.0
HNL,DEN,3365.0
DEN,HNL,3365.0
EWR,ANC,3370.0
ANC,EWR,3370.0
LIH,DEN,3414.0
DEN,LIH,3414.0
ATL,ANC,3417.0
ANC,ATL,3417.0
DFW,OGG,3711.0
OGG,DFW,3711.0
HNL,DFW,3784.0
DFW,HNL,3784.0
GUM,HNL,3801.0
HNL,GUM,3801.0
IAH,HNL,3904.0
HNL,IAH,3904.0
MSP,HNL,3972.0
HNL,MSP,3972.0
ORD,OGG,4184.0
OGG,ORD,4184.0
HNL,ORD,4243.0
ORD,HNL,4243.0
ATL,HNL,4502.0
HNL,ATL,4502.0
IAD,HNL,4817.0
HNL,IAD,4817.0
HNL,EWR,4962.0
EWR,HNL,4962.0
JFK,HNL,4983.0
HNL,JFK,4983.0
